Mod:Item:MetaData, Localized Name
harvestcraft:hotsauceitem, Hot Sauce
harvestcraft:hummusitem, Hummus
harvestcraft:ironbrewitem, Iron Brew
harvestcraft:lasagnaitem, Lasagna
harvestcraft:lemondrizzlecakeitem, Lemon Drizzle Cake
harvestcraft:meatloafitem, Meatloaf
harvestcraft:mushroomlasagnaitem, Mushroom Lasagna
harvestcraft:musselcookeditem, Cooked Mussel
harvestcraft:netherwingsitem, Nether Wings
harvestcraft:pizzasoupitem, Pizza Soup
harvestcraft:poutineitem, Poutine
harvestcraft:salsaitem, Salsa
harvestcraft:sardinesinhotsauceitem, Sardines in Hot Sauce
harvestcraft:teriyakichickenitem, Teriyaki Chicken
harvestcraft:turkishdelightitem, Turkish Delight
harvestcraft:greeneggsandhamitem, Green Eggs and Ham
harvestcraft:theatreboxitem, Theatre Box
harvestcraft:cookiesandmilkitem, Cookies and Milk
harvestcraft:crackersandcheeseitem, Crackers and Cheese
harvestcraft:chickendinneritem, Chicken Dinner
harvestcraft:corndogitem, Corn Dog
harvestcraft:hamandcheesesandwichitem, Ham and Cheese Sandwich
harvestcraft:tunasaladitem, Tuna Salad
harvestcraft:gritsitem, Grits
harvestcraft:buttercookieitem, Butter Cookie
harvestcraft:sugarcookieitem, Sugar Cookie
harvestcraft:potatochipsitem, Potato Chips
harvestcraft:bbqpotatochipsitem, BBQ Potato Chips
harvestcraft:sourcreamandonionpotatochipsitem, Sour Cream and Onion Potato Chips
harvestcraft:cheddarandsourcreampotatochipsitem, Cheddar and Sour Cream Potato Chips
harvestcraft:tortillachipsitem, Tortilla Chips
harvestcraft:chipsanddipitem, Chips and Dip
harvestcraft:cheezepuffsitem, Cheeze Puffs
harvestcraft:surfandturfitem, Surf and Turf
harvestcraft:liverandonionsitem, Liver and Onions
harvestcraft:fortunecookieitem, Fortune Cookie
harvestcraft:deviledeggitem, Deviled Egg
harvestcraft:mozzerellasticksitem, Mozzerella Sticks
harvestcraft:succotashitem, Succotash
harvestcraft:friedgreentomatoesitem, Fried Green Tomatoes
harvestcraft:potatoesobrienitem, Potatoes O'Brien
harvestcraft:tatertotsitem, Tater Tots
harvestcraft:smoresitem, Smores
harvestcraft:steakfajitaitem, Steak Fajita
harvestcraft:ramenitem, Ramen
harvestcraft:misosoupitem, Miso Soup
harvestcraft:onigiriitem, Onigiri
harvestcraft:grilledcheesevegemitetoastitem, Grilled Cheese Vegemite Toast
harvestcraft:monsterfrieddumplingsitem, Monster Fried Dumplings
harvestcraft:crispyricepuffcerealitem, Crispy Rice Puff Cereal
harvestcraft:crispyricepuffbarsitem, Crispy Rice Puff Bar
harvestcraft:babaganoushitem, Baba Ganoush
harvestcraft:berryvinaigrettesaladitem, Berry Vinaigrette Salad
harvestcraft:tomatoherbchickenitem, Tomato Herb Chicken
harvestcraft:pastagardeniaitem, Pasta Gardenia 
harvestcraft:fiestacornsaladitem, Fiesta Corn Salad
harvestcraft:threebeansaladitem, Three Bean Salad
harvestcraft:sweetandsourmeatballsitem, Sweet and Sour Meatballs
harvestcraft:pepperjellyitem, Pepper Jelly
harvestcraft:pepperjellyandcrackersitem, Pepper Jelly and Crackers
harvestcraft:saltedcaramelitem, Salted Caramel
harvestcraft:spidereyepieitem, Spider Eye Pie
harvestcraft:cheesyshrimpquinoaitem, Cheesy Shrimp Quinoa
harvestcraft:bulgogiitem, Bulgogi
harvestcraft:omuriceitem, Omurice
harvestcraft:pemmicanitem, Pemmican
harvestcraft:driedsoupitem, Dried Soup
harvestcraft:crabkimbapitem, Crab Kimbap
harvestcraft:froglegstirfryitem, Frog Leg Stirfry
harvestcraft:haggisitem, Haggis
harvestcraft:chickenkatsuitem, Chicken Katsu
harvestcraft:chocolateorangeitem, Chocolate Orange
harvestcraft:festivalbreaditem, Festival Bread
harvestcraft:fruitcreamfestivalbreaditem, Fruit Cream Festival Bread
harvestcraft:phoitem, Pho
harvestcraft:bubbleteaitem, Bubble Tea
harvestcraft:duckrawitem, Raw Duck
harvestcraft:duckcookeditem, Cooked Duck
harvestcraft:wontonsoupitem, Wonton Soup
harvestcraft:springrollitem, Spring Rolls
harvestcraft:meatystirfryitem, Meaty Stirfry
harvestcraft:potstickersitem, Pot Stickers
harvestcraft:orangeduckitem, Orange Duck
harvestcraft:pekingduckitem, Peking Duck
harvestcraft:stuffedduckitem, Stuffed Duck
harvestcraft:rouxitem, Roux
harvestcraft:candiedpecansitem, Candied Pecans
harvestcraft:stuffingitem, Stuffing
harvestcraft:greenbeancasseroleitem, Green Bean Casserole
harvestcraft:hamandpineapplepizzaitem, Ham and Pineapple Pizza
harvestcraft:cobblestonecobbleritem, Cobblestone Cobbler
harvestcraft:crayfishsaladitem, Crayfish Salad
harvestcraft:cevicheitem, Ceviche
harvestcraft:bakedcactusitem, Baked Cactus
harvestcraft:garlicsteakitem, Garlic Steak
harvestcraft:mushroomsteakitem, Mushroom Steak
harvestcraft:hotdishcasseroleitem, Hot Dish Casserole
harvestcraft:sausagebeanmeltitem, Sausage Bean Melt
harvestcraft:mettbrotchenitem, Mettbrötchen
harvestcraft:porkrindsitem, Pork Rinds
harvestcraft:cracklinsitem, Cracklins
harvestcraft:chorusfruitsoupitem, Chorus Fruit Soup
harvestcraft:akutuqitem, Akutuq
harvestcraft:cantonesegreensitem, Cantonese Greens
harvestcraft:earlgreyteaitem, Tea, Earl Grey, Hot
harvestcraft:eggrollitem, Egg Roll
harvestcraft:eggtartitem, Egg Tart
harvestcraft:greenteaitem, Green Tea
harvestcraft:meesuaitem, Mee Sua
harvestcraft:oystersauceitem, Oyster Sauce
harvestcraft:squidinkspaghettiitem, Squid Ink Spaghetti
harvestcraft:steaktartareitem, Steak Tartare
harvestcraft:szechuaneggplantitem, Szechuan Eggplant
harvestcraft:baconpancakesitem, Bacon Pancakes
harvestcraft:blackpaellaitem, Black Paella
harvestcraft:blazingsoupitem, Blazing Soup
harvestcraft:briochebunitem, Brioche Bun
harvestcraft:chickenpaellaitem, Chicken Paella
harvestcraft:escargotitem, Escargot
harvestcraft:gourmetbeefpattyitem, Gourmet Beef Patty
harvestcraft:gourmetmuttonpattyitem, Gourmet Mutton Patty
harvestcraft:gourmetporkpattyitem, Gourmet Pork Patty
harvestcraft:gourmetvenisonpattyitem, Gourmet Venison Patty
harvestcraft:guisoitem, Guiso
harvestcraft:jelliedeelitem, Jellied Eel
harvestcraft:kalechipsitem, Kale Chips
harvestcraft:padthaiitem, Pad Thai
harvestcraft:peanutbutterbananasandwichitem, Peanut Butter and Banana Sandwich
harvestcraft:peanutbuttercupitem, Peanut Butter Cup
harvestcraft:pinkelitem, Pinkel
harvestcraft:pitepaltitem, Pitepalt
harvestcraft:sauerbratenitem, Sauerbraten
harvestcraft:slimepieitem, Slime Pie
harvestcraft:strawberryrhubarbpieitem, Strawberry Rhubarb Pie
harvestcraft:tiropitaitem, Tiropita
harvestcraft:rosepetalteaitem, Rose Petal Tea
harvestcraft:potatoskinsitem, Potato Skins
harvestcraft:chilidonutitem, Chili Donut
harvestcraft:bbqsauceitem, BBQ Sauce
harvestcraft:vanillacupcakeitem, Vanilla Cupcake
harvestcraft:chocolatecupcakeitem, Chocolate Cupcake
harvestcraft:carrotcupcakeitem, Carrot Cupcake
harvestcraft:redvelvetcupcakeitem, Red Velvet Cupcake
harvestcraft:chilicupcakeitem, Chili Cupcake
harvestcraft:peanutbuttercupcakeitem, Peanut Butter Cupcake
harvestcraft:lemoncupcakeitem, Lemon Cupcake
harvestcraft:strawberrycupcakeitem, Strawberry Cupcake
harvestcraft:mintcupcakeitem, Mint Cupcake
harvestcraft:coffeecupcakeitem, Coffee Cupcake
harvestcraft:sprinklescupcakeitem, Sprinkles Cupcake
harvestcraft:caramelcupcakeitem, Caramel Cupcake
harvestcraft:cherryslushieitem, Cherry Slushie
harvestcraft:pambitsboxitem, Pam Bits Box
harvestcraft:stuffedchilipeppersitem, Stuffed Chili Peppers
harvestcraft:slimegummiesitem, Slime Gummies
harvestcraft:chocolatepuddingitem, Chocolate Pudding
harvestcraft:bbqchickenpizzaitem, BBQ Chicken Pizza
harvestcraft:quesadillaitem, Quesadilla
harvestcraft:bibimbapitem, Bibimbap
harvestcraft:shrimpcocktailitem, Shrimp Cocktail
harvestcraft:nopalessaladitem, Nopales Salad
harvestcraft:meringueitem, Meringue
harvestcraft:applesnowitem, Apple Snow
harvestcraft:bakedalaskaitem, Baked Alaska
harvestcraft:berrymeringuenestitem, Berry Meringue Nest
harvestcraft:etonmessitem, Eton Mess
harvestcraft:meringuebombeitem, Meringue Bombe
harvestcraft:meringuebrownieitem, Meringue Brownie
harvestcraft:meringuecookieitem, Meringue Cookie
harvestcraft:meringuerouladeitem, Meringue Roulade
harvestcraft:merveilleuxitem, Merveilleux
harvestcraft:bbqjackfruititem, BBQ Jackfruit
harvestcraft:mushroomketchupomeletitem, Mushroom Ketchup Omelet
harvestcraft:mushroomketchupitem, Mushroom Ketchup
harvestcraft:lycheeteaitem, Lychee Tea
harvestcraft:baconwrappedchiliitem, Bacon Wrapped Chili
harvestcraft:seedenergygelitem, Seed Energy Gel
harvestcraft:chickencordonbleuitem, Chicken Cordon Bleu
harvestcraft:sundayhighteaitem, Sunday High Tea
harvestcraft:cucumbersandwichitem, Cucumber Sandwich
harvestcraft:dandelionsaladitem, Dandelion Salad
harvestcraft:peanutsoupitem, Peanut Soup
harvestcraft:vanillaconchasbreaditem, Vanilla Conchas Bread
harvestcraft:chocolatecoconutbaritem, Chocolate Coconut Bar
harvestcraft:strawberrysouffleitem, Strawberry Soufflé
harvestcraft:gyudonitem, Gyudon
harvestcraft:shrimptemperaitem, Shrimp Tempura
harvestcraft:imagawayakiitem, Imagawayaki
harvestcraft:mochicakeitem, Mochi Cake
harvestcraft:mochidessertitem, Mochi Dessert
harvestcraft:taiyakiitem, Taiyaki
harvestcraft:salmononigiriitem, Salmon Onigiri
harvestcraft:tunaonigiriitem, Tuna Onigiri
harvestcraft:friedbolognasandwichitem, Fried Bologna Sandwich
harvestcraft:bolognasandwichitem, Bologna Sandwich
harvestcraft:ricepuddingitem, Rice Pudding
harvestcraft:musubiitem, Musubi
harvestcraft:imitationcrabsticksitem, Imitation Crab Sticks
harvestcraft:misopasteitem, Miso Paste
harvestcraft:dandelionteaitem, Dandelion Tea
harvestcraft:gravlaxitem, Gravlax
harvestcraft:cheesedanishitem, Cheese Danish
harvestcraft:schnitzelitem, Schnitzel
harvestcraft:bolognaitem, Bologna
harvestcraft:raspberrymilkshakeitem, Raspberry Milk Shake
harvestcraft:pumpkinspicelatteitem, Pumpkin Spice Latte
harvestcraft:rootbeerfloatitem, Root Beer Float
harvestcraft:hotcocoaitem, Hot Cocoa
harvestcraft:cinnamonbreaditem, Cinnamon Bread
harvestcraft:cornchipsitem, Corn Chips
harvestcraft:marshmellowchicksitem, Marshmellow Chicks
harvestcraft:pizzasliceitem, Pizza Slice
harvestcraft:groundbeefitem, Ground Beef
harvestcraft:groundchickenitem, Ground Chicken
harvestcraft:groundduckitem, Ground Duck
harvestcraft:groundfishitem, Ground Fish
harvestcraft:groundmuttonitem, Ground Mutton
harvestcraft:groundporkitem, Ground Pork
harvestcraft:groundrabbititem, Ground Rabbit
harvestcraft:groundturkeyitem, Ground Turkey
harvestcraft:groundvenisonitem, Ground Venison
harvestcraft:rawtofeakitem, Raw Tofeak
harvestcraft:rawtofaconitem, Raw Tofacon
harvestcraft:rawtofeegitem, Raw Tofeeg
harvestcraft:rawtofuttonitem, Raw Tofutton
harvestcraft:rawtofickenitem, Raw Toficken
harvestcraft:rawtofabbititem, Raw Tofabbit
harvestcraft:rawtofurkeyitem, Raw Tofurkey
harvestcraft:rawtofenisonitem, Raw Tofenison
harvestcraft:rawtofuduckitem, Raw Tofuduck
harvestcraft:cookedtofeakitem, Cooked Tofeak
harvestcraft:cookedtofaconitem, Cooked Tofacon
harvestcraft:cookedtofishitem, Cooked Tofish
harvestcraft:cookedtofeegitem, Cooked Tofeeg
harvestcraft:cookedtofuttonitem, Cooked Tofutton
harvestcraft:cookedtofickenitem, Cooked Toficken
harvestcraft:cookedtofabbititem, Cooked Tofabbit
harvestcraft:cookedtofurkeyitem, Cooked Tofurkey
harvestcraft:cookedtofenisonitem, Cooked Tofenison
harvestcraft:cookedtofuduckitem, Cooked Tofuduck
harvestcraft:carrotcakeitem, Carrot Cake
harvestcraft:holidaycakeitem, Holiday Cake
harvestcraft:pumpkincheesecakeitem, Pumpkin Cheese Cake
harvestcraft:pavlovaitem, Pavlova
harvestcraft:lamingtonitem, Lamington
harvestcraft:cheesecakeitem, Cheese Cake
harvestcraft:cherrycheesecakeitem, Cherry Cheese Cake
harvestcraft:pineappleupsidedowncakeitem, Pineapple Upside Down Cake
harvestcraft:chocolatesprinklecakeitem, Chocolate Sprinkles Cake
harvestcraft:redvelvetcakeitem, Red Velvet Cake
harvestcraft:baconcheeseburgeritem, Bacon Cheeseburger
harvestcraft:deluxecheeseburgeritem, Deluxe Cheeseburger
harvestcraft:beansontoastitem, Beans on Toast
harvestcraft:meatpieitem, Meat Pie
harvestcraft:chikorollitem, Chiko Roll
harvestcraft:spinachpieitem, Spinach Pie
harvestcraft:coleslawburgeritem, Coleslaw Burger
harvestcraft:hotandsoursoupitem, Hot and Sour Soup
harvestcraft:patreonpieitem, Patreon Pie
harvestcraft:chilidogitem, Chili Dog
harvestcraft:tunafishsandwichitem, Tunafish Sandwich
harvestcraft:clamchowderitem, Clam Chowder
harvestcraft:breakfastburritoitem, Breakfast Burrito
harvestcraft:chipsandsalsaitem, Chips and Salsa
harvestcraft:crawfishetoufeeitem, Crawfish Etoufee
harvestcraft:saucedlambkebabitem, Sauced Lamb Kebab
harvestcraft:cantonesenoodlesitem, Cantonese Noodles
harvestcraft:dangoitem, Dango
harvestcraft:takoyakiitem, Takoyaki
harvestcraft:groiledcheesesandwichitem, Groiled Cheese Sandwich
harvestcraft:cheesesteakitem, Cheesesteak
harvestcraft:swedishmeatballsitem, Swedish Meatballs
harvestcraft:buttertartitem, Butter Tart
harvestcraft:battenbergitem, Battenberg
harvestcraft:slawdogitem, Slaw Dog
harvestcraft:rivermudcakeitem, River Mud Cake
harvestcraft:fruitcakeitem, Fruit Cake
harvestcraft:springfieldcashewchickenitem, Springfield Cashew Chicken
harvestcraft:enchiladaitem, Enchilada
harvestcraft:pizzaitem, Pizza
harvestcraft:onionsoupitem, Onion Soup
harvestcraft:baconmushroomburgeritem, Bacon Mushroom Burger
harvestcraft:toadintheholeitem, Toad in the Hole
harvestcraft:homestylelunchitem, Homestyle Lunch
harvestcraft:montecristosandwichitem, Monte Cristo Sandwich
harvestcraft:mobsoupitem, Mob Soup
harvestcraft:randomtacoitem, Random Taco
harvestcraft:hamsweetpicklesandwichitem, Ham & Sweet Pickle Sandwich
harvestcraft:toastedwesternitem, Toasted Western
harvestcraft:eggsbenedictitem, Eggs Benedict
harvestcraft:glisteningsaladitem, Glistening Salad
harvestcraft:meatloafsandwichitem, Meatloaf Sandwich
harvestcraft:mashedpotatoeschickenbiscuititem, Mashed Potatoes and Chicken Biscuit
harvestcraft:cassouletitem, Cassoulet
harvestcraft:bratwurstitem, Bratwurst
harvestcraft:chickenbiscuititem, Chicken Biscuit
harvestcraft:epicbltitem, Epic BLT
harvestcraft:kohlundpinkelitem, Kohl und Pinkel
harvestcraft:beetburgeritem, Beet Burger
harvestcraft:anchovypepperonipizzaitem, Anchovy Pepperoni Pizza
harvestcraft:spaghettidinneritem, Spaghetti Dinner
harvestcraft:gumboitem, Gumbo
harvestcraft:jambalayaitem, Jambalaya
harvestcraft:supremepizzaitem, Supreme Pizza
harvestcraft:bbqplatteritem, BBQ Platter
harvestcraft:chickenandwafflesitem, Chicken and Waffles
harvestcraft:gourmetporkburgeritem, Gourmet Pork Burger
harvestcraft:bbqchickenbiscuititem, BBQ Chicken Biscuit
harvestcraft:delightedmealitem, Delighted Meal
harvestcraft:heartybreakfastitem, Hearty Breakfast
harvestcraft:mcpamitem, McPam
harvestcraft:deluxenachoesitem, Deluxe Nachos
harvestcraft:gourmetmuttonburgeritem, Gourmet Mutton Burger
harvestcraft:netherstartoastitem, Nether Star on Toast
harvestcraft:paradiseburgeritem, Paradise Burger
harvestcraft:chimichangaitem, Chimichanga
harvestcraft:salisburysteakitem, Salisbury Steak
harvestcraft:ploughmanslunchitem, Ploughman's Lunch
harvestcraft:cornedbeefhashitem, Corned Beef Hash
harvestcraft:bentoboxitem, Bento Box
harvestcraft:friedfeastitem, Fried Feast
harvestcraft:timpanoitem, Timpano
harvestcraft:deluxechickencurryitem, Deluxe Chicken Curry
harvestcraft:weekendpicnicitem, Weekend Picnic
harvestcraft:gourmetbeefburgeritem, Gourmet Beef Burger
harvestcraft:southernstylebreakfastitem, Southern Style Breakfast
harvestcraft:meatfeastpizzaitem, Meat Feast Pizza
harvestcraft:thankfuldinneritem, Thankful Dinner
harvestcraft:koreandinneritem, Korean Dinner
harvestcraft:gourmetvenisonburgeritem, Gourmet Venison Burger
harvestcraft:minerstewitem, Miner's Stew
harvestcraft:cornedbeefbreakfastitem, Corned Beef Breakfast
harvestcraft:queenbeeitem, Queen Bee
harvestcraft:grubitem, Bee Grub
harvestcraft:cookedgrubitem, Cooked Grub
harvestcraft:honeycombitem, Honeycomb
harvestcraft:honeyitem, Honey
harvestcraft:waxcombitem, Waxcomb
harvestcraft:royaljellyitem, Royal Jelly
harvestcraft:beeswaxitem, Pressed Wax
harvestcraft:fruitbaititem, Fruit Bait
harvestcraft:grainbaititem, Grain Bait
harvestcraft:veggiebaititem, Veggie Bait
harvestcraft:fishtrapbaititem, Fish Trap Bait
harvestcraft:cuttingboarditem, Cutting Board
harvestcraft:potitem, Pot
harvestcraft:skilletitem, Skillet
harvestcraft:saucepanitem, Saucepan
harvestcraft:bakewareitem, Bakeware
harvestcraft:mortarandpestleitem, Mortar and Pestle
harvestcraft:mixingbowlitem, Mixing Bowl
harvestcraft:juiceritem, Juicer
harvestcraft:anchovyrawitem, Raw Anchovy
harvestcraft:bassrawitem, Raw Bass
harvestcraft:carprawitem, Raw Carp
harvestcraft:catfishrawitem, Raw Catfish
harvestcraft:charrrawitem, Raw Charr
harvestcraft:clamrawitem, Raw Clam
harvestcraft:crabrawitem, Raw Crab
harvestcraft:crayfishrawitem, Raw Crayfish
harvestcraft:eelrawitem, Raw Eel
harvestcraft:frograwitem, Raw Frog
harvestcraft:grouperrawitem, Raw Grouper
harvestcraft:herringrawitem, Raw Herring
harvestcraft:jellyfishrawitem, Raw Jellyfish
harvestcraft:mudfishrawitem, Raw Mudfish
harvestcraft:octopusrawitem, Raw Octopus
harvestcraft:perchrawitem, Raw Perch
harvestcraft:scalloprawitem, Raw Scallop
harvestcraft:shrimprawitem, Raw Shrimp
harvestcraft:snailrawitem, Raw Snail
harvestcraft:snapperrawitem, Raw Snapper
harvestcraft:tilapiarawitem, Raw Tilapia
harvestcraft:troutrawitem, Raw Trout
harvestcraft:tunarawitem, Raw Tuna
harvestcraft:turtlerawitem, Raw Turtle
harvestcraft:walleyerawitem, Raw Walleye
harvestcraft:greenheartfishitem, Green Heart Fish
harvestcraft:sardinerawitem, Raw Sardine
harvestcraft:musselrawitem, Raw Mussel
harvestcraft:rawtofishitem, Raw Tofish
harvestcraft:oysterrawitem, Raw Oyster
harvestcraft:hardenedleatheritem, Hardened Leather
harvestcraft:hardenedleatherhelmitem, Hardened Leather Helm
harvestcraft:hardenedleatherchestitem, Hardened Leather Chest
harvestcraft:hardenedleatherleggingsitem, Hardened Leather Leggings
harvestcraft:hardenedleatherbootsitem, Hardened Leather Boots
harvestcraft:harvestpumpkinitem, Pumpkin
minecraft:cod, Raw Fish
minecraft:cooked_cod, Cooked Fish
minecraft:salmon, Raw Salmon
minecraft:cooked_salmon, Cooked Salmon
minecraft:clownfish, Clownfish
minecraft:pufferfish, Pufferfish
pigskin:pigskinitem, Pig Skin
pigskin:footballitem, Football
blockcraftery:editable_block, Framed Block
blockcraftery:editable_stairs, Framed Stairs
blockcraftery:editable_slab, Framed Slab
blockcraftery:editable_slant, Framed Slant
blockcraftery:editable_outer_corner, Framed Outer Corner
blockcraftery:editable_inner_corner, Framed Inner Corner
blockcraftery:editable_wall, Framed Wall
blockcraftery:editable_fence, Framed Fence
blockcraftery:editable_block_reinforced, Reinforced Framed Block
blockcraftery:editable_stairs_reinforced, Reinforced Framed Stairs
blockcraftery:editable_slab_reinforced, Reinforced Framed Slab
blockcraftery:editable_slant_reinforced, Reinforced Framed Slant
blockcraftery:editable_outer_corner_reinforced, Reinforced Framed Outer Corner
blockcraftery:editable_inner_corner_reinforced, Reinforced Framed Inner Corner
blockcraftery:editable_wall_reinforced, Reinforced Framed Wall
blockcraftery:editable_fence_reinforced, Reinforced Framed Fence
blockcraftery:editable_trap_door, Framed Trapdoor
blockcraftery:editable_trap_door_reinforced, Reinforced Framed Trapdoor
blockcraftery:editable_door, Framed Door
blockcraftery:editable_door_reinforced, Reinforced Framed Door
blockcraftery:editable_pressure_plate_all, Framed Pressure Plate (All)
blockcraftery:editable_pressure_plate_items, Framed Pressure Plate (Items)
blockcraftery:editable_pressure_plate_mobs, Framed Pressure Plate (Mobs)
blockcraftery:editable_pressure_plate_player, Framed Pressure Plate (Players)
blockcraftery:editable_pressure_plate_all_reinforced, Reinforced Framed Pressure Plate (All)
blockcraftery:editable_pressure_plate_items_reinforced, Reinforced Framed Pressure Plate (Items)
blockcraftery:editable_pressure_plate_mobs_reinforced, Reinforced Framed Pressure Plate (Mobs)
blockcraftery:editable_pressure_plate_player_reinforced, Reinforced Framed Pressure Plate (Players)
